id,date,tempera,schneeh,schneet
5467,1961-01-01,-3.25370263602589,103.090242669718,177.124705882353
5467,2010-01-01,-1.84906963021412,48.5785533974822,167.675294117647
1550,1961-01-01,0.328851357309105,18.0314454111784,121.643097643097
1550,2014-01-01,1.68314818402425,9.22220578700666,93.2087542087538
3307,1961-01-01,1.00143421735014,18.4943065139024,110.305413590763
3307,2014-01-01,1.935705420541,12.1578608729894,96.8333551740707
5792,1961-01-01,-9.9212198967946,276.913152904983,181.289562289562
5792,2014-01-01,-8.50528797205722,219.753263032053,181.117845117845
3730,1961-01-01,-0.253384689879447,30.7192444547904,138.392592592592
3730,2014-01-01,1.14843738636095,11.9009814415057,102.014814814814
5941,1961-01-01,-0.517006863171652,47.1876840764362,149.179401993356
5941,2002-01-01,0.655156453695469,20.23809745623,123.963455149502
4125,1961-01-01,1.28995041133624,10.6913649578017,92.7577752211387
4125,2005-01-01,3.76239610507987,4.42697180413023,63.8388185813167
